open_time,open_token0,current_time,current_token0,token0_value_5s,token0_value_10s,token0_value_30s,token0_value_60s,token0_value_120s,token0_value_300s,token0_value_600s,token0_value_1200s,token0_value_1800s,token0_value_3600s,inflow_5s,outflow_5s,inflow_10s,outflow_10s,inflow_30s,outflow_30s,inflow_60s,outflow_60s,inflow_120s,outflow_120s,inflow_300s,outflow_300s,inflow_600s,outflow_600s,inflow_1200s,outflow_1200s,inflow_1800s,outflow_1800s,inflow_3600s,outflow_3600s,negative_holdings,num_addresses,max_address_holding,top_5_address_holding,top_10_address_holding,holding_entropy
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:50,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,320050000000,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,170000000,0,0,3,0.5882352941176471,1.0,1.0,0.923840705630872
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:51,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,320220000000,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,220000000,0,0,4,0.45454545454545453,1.0,1.0,1.2498367981128
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:52,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,320220100000,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,220900000,0,0,7,0.4526935264825713,0.9981892258940696,0.9999999999999999,1.2750485410651553
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:53,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,320221000000,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,270200000,0,0,11,0.3700962250185048,0.9955588452997779,0.9996299037749814,1.5254971414722536
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:54,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,320274200000,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,274200000,0,0,12,0.36469730123997085,0.9810357403355215,0.9992706053975202,1.5793955599953602
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:56,320274400000,320220000000,320274400000,320274400000,320274400000,320274400000,320274400000,320274400000,320274400000,320274400000,320274400000,104500000,0,274500000,0,274500000,0,274500000,0,274500000,0,274500000,0,274500000,0,274500000,0,274500000,0,274500000,0,0,14,0.36429872495446264,0.9799635701275045,0.9985428051001821,1.5869097633028013
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:57,320274700000,320220100000,320274700000,320274700000,320274700000,320274700000,320274700000,320274700000,320274700000,320274700000,320274700000,54800000,0,274800000,0,274800000,0,274800000,0,274800000,0,274800000,0,274800000,0,274800000,0,274800000,0,274800000,0,0,16,0.363901018922853,0.9788937409024745,0.9978165938864629,1.5944087531711346
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:58,320275300000,320221000000,320275300000,320275300000,320275300000,320275300000,320275300000,320275300000,320275300000,320275300000,320275300000,55700000,0,276600000,0,276600000,0,276600000,0,276600000,0,276600000,0,276600000,0,276600000,0,276600000,0,276600000,0,0,21,0.3615328994938539,0.9725234996384671,0.9953000723065798,1.6308591296642163
2024-06-10 21:00:50,320000000000,2024-06-10 21:00:59,320276700000,320274200000,320276700000,320276700000,320276700000,320276700000,320276700000,320276700000,320276700000,320276700000,320276700000,502100000,0,772300000,0,772300000,0,772300000,0,772300000,0,772300000,0,772300000,0,772300000,0,772300000,0,772300000,0,0,29,0.6409426388709051,0.9633562087271786,0.9970218826880746,1.2450584584568913
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:00,320772400000,320274200000,320050000000,320772400000,320772400000,320772400000,320772400000,320772400000,320772400000,320772400000,320772400000,498500000,0,772700000,0,772700000,0,772700000,0,772700000,0,772700000,0,772700000,0,772700000,0,772700000,0,772700000,0,0,32,0.6406108450886502,0.9628575126180925,0.9965057590267892,1.2493864434662652
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:02,320772800000,320274700000,320220100000,320772800000,320772800000,320772800000,320772800000,320772800000,320772800000,320772800000,320772800000,498300000,0,552800000,0,772800000,0,772800000,0,772800000,0,772800000,0,772800000,0,772800000,0,772800000,0,772800000,0,0,33,0.640527950310559,0.9627329192546583,0.9963768115942029,1.2505126280198162
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:03,320772900000,320275300000,320221000000,320772900000,320772900000,320772900000,320772900000,320772900000,320772900000,320772900000,320772900000,498200000,-551698763,552100000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,773000000,-551698763,-551698763,35,0.6403622250970246,0.9624838292367399,0.9961190168175937,1.2527641732038517
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:04,320172561181,320276700000,320274200000,320172561181,320172561181,320172561181,320172561181,320172561181,320172561181,320172561181,320172561181,496600000,-600438819,503000000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,773200000,-600438819,-600438819,37,0.64019658561821,0.9622348680807036,0.9958613554061044,1.255014620519767
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:07,320173061181,320772800000,320274700000,320173061181,320173061181,320173061181,320173061181,320173061181,320173061181,320173061181,320173061181,800000,-600438819,499000000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,773500000,-600438819,-600438819,38,0.6399482870071105,0.9618616677440206,0.9954751131221719,1.2579621408449202
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:08,320173261181,320772900000,320275300000,320173261181,320173261181,320173261181,320173261181,320173261181,320173261181,320173261181,320173261181,1000000,-600438819,499000000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,773800000,-600438819,-600438819,40,0.6397001809253037,0.9614887567846989,0.9950891703282501,1.2611543007313686
2024-06-10 21:00:50,320000000000,2024-06-10 21:01:12,320174361181,320173061181,320772800000,320174361181,320174361181,320174361181,320174361181,320174361181,320174361181,320174361181,320174361181,1600000,0,2100000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,774800000,-600438819,-600438819,41,0.6388745482705214,0.9602478058853897,0.9944501806917915,1.2694026293647755
