open_time,open_token0,current_time,current_token0,token0_value_5s,token0_value_10s,token0_value_30s,token0_value_60s,token0_value_120s,token0_value_300s,token0_value_600s,token0_value_1200s,token0_value_1800s,token0_value_3600s,inflow_5s,outflow_5s,inflow_10s,outflow_10s,inflow_30s,outflow_30s,inflow_60s,outflow_60s,inflow_120s,outflow_120s,inflow_300s,outflow_300s,inflow_600s,outflow_600s,inflow_1200s,outflow_1200s,inflow_1800s,outflow_1800s,inflow_3600s,outflow_3600s,negative_holdings,num_addresses,max_address_holding,top_5_address_holding,top_10_address_holding,holding_entropy
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:32,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1003000000,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,1134000000,0,0,27,0.07142857142857142,0.3306878306878307,0.5952380952380951,3.1198155056628116
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:35,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,2134100000,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,1135850000,0,0,33,0.07131223312937447,0.33014922745080777,0.594268609411454,3.128865091665513
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:36,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,2136050000,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,1136550000,0,0,39,0.07126831199683252,0.3299458888742246,0.5939025999736044,3.1331832349956215
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:37,2136650000,1003000000,2136650000,2136650000,2136650000,2136650000,2136650000,2136650000,2136650000,2136650000,2136650000,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,1188050000,0,0,54,0.0681789486974454,0.31564328100669165,0.568157905812045,3.1848190971065176
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:38,2438050000,1003000000,2438050000,2438050000,2438050000,2438050000,2438050000,2438050000,2438050000,2438050000,2438050000,306150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,1440150000,0,0,57,0.1735930285039753,0.386070895392841,0.6047981113078499,3.0998313589464916
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:39,2440250000,1003000000,2440250000,2440250000,2440250000,2440250000,2440250000,2440250000,2440250000,2440250000,2440250000,307350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,1441350000,0,0,60,0.1734485031394179,0.3857494709820654,0.604294584937732,3.104457731625964
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:40,2461350000,2134100000,2461350000,2461350000,2461350000,2461350000,2461350000,2461350000,2461350000,2461350000,2461350000,377350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,1511350000,0,0,62,0.16541502630098917,0.36788301849339994,0.5763059516326464,3.1759028451085225
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:41,2511550000,2136050000,2511550000,2511550000,2511550000,2511550000,2511550000,2511550000,2511550000,2511550000,2511550000,375800000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,1511650000,0,0,64,0.16538219826017928,0.3678100089306387,0.5761915787384646,3.1772891664011675
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:42,2511850000,2136650000,1003000000,2511850000,2511850000,2511850000,2511850000,2511850000,2511850000,2511850000,2511850000,375800000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,1512350000,0,0,66,0.16530565014712204,0.3676397659271994,0.5759248851125731,3.180112051804514
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:43,2512450000,2438050000,1003000000,2512450000,2512450000,2512450000,2512450000,2512450000,2512450000,2512450000,2512450000,324400000,-65379447,378450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,1512450000,-65379447,-65379447,67,0.16529472048662766,0.3676154583622599,0.5758868061754108,3.180604228478985
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:44,2447170553,2440250000,1003000000,2447170553,2447170553,2447170553,2447170553,2447170553,2447170553,2447170553,2447170553,72400000,-65379447,378550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,1512550000,-65379447,-65379447,68,0.16528379227132986,0.3675911540114376,0.5758487322733132,3.1810963444456783
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:45,2497170553,2461350000,2134100000,2497170553,2497170553,2497170553,2497170553,2497170553,2497170553,2497170553,2497170553,121300000,-65379447,428650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,1562650000,-65379447,-65379447,70,0.15998464147441846,0.35580584263910664,0.5573864908968739,3.221403940316431
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:46,2497470553,2511550000,2136050000,2497470553,2497470553,2497470553,2497470553,2497470553,2497470553,2497470553,2497470553,51500000,-65379447,427000000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,1562850000,-65379447,-65379447,71,0.1599641680263621,0.3557603096906293,0.5573151614038455,3.222266753297874
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:47,2497570553,2511850000,2136650000,2497570553,2497570553,2497570553,2497570553,2497570553,2497570553,2497570553,2497570553,51300000,-65379447,426400000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,1562950000,-65379447,-65379447,72,0.15995393326721905,0.3557375475862951,0.5572795035029912,3.2227424317705298
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:48,2497471029,2512450000,2438050000,2497471029,2497471029,2497471029,2497471029,2497471029,2497471029,2497471029,2497471029,50600000,-65478971,374900000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,1562950000,-65478971,-65478971,72,0.15995393326721905,0.3557375475862951,0.5572795035029912,3.2227424317705298
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:50,2497571029,2497170553,2461350000,2497571029,2497571029,2497571029,2497571029,2497571029,2497571029,2497571029,2497571029,50500000,-99524,121700000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,1563050000,-65478971,-65478971,73,0.15994369981766418,0.3557147883944851,0.557243850164742,3.2232180534711463
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:52,2597571029,2497570553,2511850000,2597571029,2597571029,2597571029,2597571029,2597571029,2597571029,2597571029,2597571029,100200000,-99524,151400000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,1663050000,-65478971,-65478971,74,0.15032620787108025,0.3511620215868435,0.5495926159766694,3.2567307952783646
2024-06-07 16:08:32,1000000000,2024-06-07 16:08:53,2597771029,2497471029,2512450000,2597771029,2597771029,2597771029,2597771029,2597771029,2597771029,2597771029,2597771029,100400000,-99524,151000000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,1663350000,-65478971,-65478971,76,0.1502990951994469,0.35109868638590797,0.5494934920491779,3.2579933536537875
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:00,2598371029,2597771029,2497571029,2598371029,2598371029,2598371029,2598371029,2598371029,2598371029,2598371029,2598371029,500000,0,100900000,0,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,1663850000,-65478971,-65478971,77,0.15025392914024702,0.35099317847161704,0.5493283649367431,3.259751893495423
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:05,2598871029,2598371029,2597771029,2134100000,2598871029,2598871029,2598871029,2598871029,2598871029,2598871029,2598871029,1000000,-441093,1000000,-441093,530350000,-65920064,1664350000,-65920064,1664350000,-65920064,1664350000,-65920064,1664350000,-65920064,1664350000,-65920064,1664350000,-65920064,1664350000,-65920064,-65920064,78,0.15020879021840358,0.3508877339501907,0.5491633370384835,3.2615094670223366
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:06,2598317160,2598371029,2597771029,2136050000,2598317160,2598317160,2598317160,2598317160,2598317160,2598317160,2598317160,500000,-700895,1000000,-700895,528500000,-66179866,1664350000,-66179866,1664350000,-66179866,1664350000,-66179866,1664350000,-66179866,1664350000,-66179866,1664350000,-66179866,1664350000,-66179866,-66179866,78,0.15020879021840358,0.3508877339501907,0.5491633370384835,3.2615094670223366
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:07,2598023207,2598371029,2597771029,2136650000,2598023207,2598023207,2598023207,2598023207,2598023207,2598023207,2598023207,500000,-847822,1000000,-847822,527800000,-66326793,1664350000,-66326793,1664350000,-66326793,1664350000,-66326793,1664350000,-66326793,1664350000,-66326793,1664350000,-66326793,1664350000,-66326793,-66326793,78,0.15020879021840358,0.3508877339501907,0.5491633370384835,3.2615094670223366
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:09,2597882979,2598371029,2597771029,2440250000,2597882979,2597882979,2597882979,2597882979,2597882979,2597882979,2597882979,500000,-988050,1000000,-988050,224200000,-66467021,1664350000,-66467021,1664350000,-66467021,1664350000,-66467021,1664350000,-66467021,1664350000,-66467021,1664350000,-66467021,1664350000,-66467021,-66467021,78,0.15020879021840358,0.3508877339501907,0.5491633370384835,3.2615094670223366
2024-06-07 16:08:32,1000000000,2024-06-07 16:09:10,2597735988,2598871029,2598371029,2461350000,2597735988,2597735988,2597735988,2597735988,2597735988,2597735988,2597735988,500000,-1135041,1000000,-1135041,223000000,-66614012,1664350000,-66614012,1664350000,-66614012,1664350000,-66614012,1664350000,-66614012,1664350000,-66614012,1664350000,-66614012,1664350000,-66614012,-66614012,78,0.15020879021840358,0.3508877339501907,0.5491633370384835,3.2615094670223366
